Tau,Plain Collisions,Slotted Collisions
5.799999999999993e-05,109.1,80.35
5.899999999999993e-05,109.2,76.2
5.999999999999993e-05,114.25,72.1
6.0999999999999924e-05,117.95,71.25
6.199999999999992e-05,116.8,88.55
6.299999999999992e-05,113.6,81.75
6.399999999999992e-05,118.35,77.45
6.499999999999991e-05,120.55,82.45
6.599999999999991e-05,123.35,88.75
6.699999999999991e-05,127.0,92.85
6.79999999999999e-05,128.05,81.4
6.89999999999999e-05,130.85,88.0
6.99999999999999e-05,131.2,95.8
7.09999999999999e-05,134.35,90.05
7.19999999999999e-05,133.2,86.75
7.299999999999989e-05,136.05,95.6
7.399999999999989e-05,133.65,98.1
7.499999999999989e-05,136.6,100.3
7.599999999999988e-05,142.6,89.8
7.699999999999988e-05,141.55,101.05
7.799999999999988e-05,143.15,105.25
7.899999999999987e-05,146.15,107.75
7.999999999999987e-05,143.15,101.35
8.099999999999987e-05,148.85,113.2
8.199999999999987e-05,150.2,109.75
8.299999999999986e-05,147.05,117.3
8.399999999999986e-05,151.25,99.95
8.499999999999986e-05,153.55,119.4
8.599999999999985e-05,156.6,111.6
8.699999999999985e-05,157.55,101.0
8.799999999999985e-05,158.4,106.5
8.899999999999985e-05,161.9,124.15
8.999999999999984e-05,162.2,119.55
9.099999999999984e-05,166.4,102.75
9.199999999999984e-05,169.9,111.8
9.299999999999983e-05,165.65,126.0
9.399999999999983e-05,173.55,123.0
9.499999999999983e-05,172.05,114.1
9.599999999999983e-05,174.05,122.6
9.699999999999982e-05,170.35,129.75
9.799999999999982e-05,172.25,125.8
9.899999999999982e-05,180.0,115.85
9.999999999999982e-05,178.85,124.4
0.00010099999999999981,182.2,135.75
0.00010199999999999981,181.5,131.1
0.0001029999999999998,182.35,125.4
0.0001039999999999998,188.25,131.4
0.0001049999999999998,186.95,139.95
0.0001059999999999998,188.65,137.85
0.0001069999999999998,191.0,128.8
0.00010799999999999979,198.35,140.65
0.00010899999999999979,197.4,142.9
0.00010999999999999979,197.15,149.05
0.00011099999999999978,199.35,124.45
0.00011199999999999978,200.5,155.9
0.00011299999999999978,205.4,139.8
0.00011399999999999978,204.85,127.2
0.00011499999999999977,201.15,128.95
0.00011599999999999977,207.35,157.6
0.00011699999999999977,211.15,146.55
0.00011799999999999976,209.75,135.45
0.00011899999999999976,208.55,145.7
0.00011999999999999976,216.0,158.3
0.00012099999999999976,212.3,157.75
0.00012199999999999975,216.85,143.25
0.00012299999999999976,219.75,149.9
0.00012399999999999976,216.65,162.65
0.00012499999999999976,221.5,157.35
0.00012599999999999976,215.95,140.0
0.00012699999999999975,225.35,149.8
0.00012799999999999975,225.45,166.5
0.00012899999999999975,231.15,160.1
0.00012999999999999974,230.45,150.7
0.00013099999999999974,230.5,164.3
0.00013199999999999974,230.45,168.95
0.00013299999999999974,233.65,167.3
0.00013399999999999973,233.5,157.75
0.00013499999999999973,236.75,170.0
0.00013599999999999973,233.45,179.25
0.00013699999999999973,243.1,178.85
0.00013799999999999972,241.0,168.35
0.00013899999999999972,240.05,185.85
0.00013999999999999972,242.05,175.05
0.00014099999999999971,246.1,160.55
0.0001419999999999997,243.05,161.55
0.0001429999999999997,251.4,194.1
0.0001439999999999997,255.3,178.35
0.0001449999999999997,253.6,166.55
0.0001459999999999997,251.0,168.7
0.0001469999999999997,256.4,191.45
0.0001479999999999997,259.9,184.25
0.0001489999999999997,254.55,171.9
0.0001499999999999997,260.65,173.8
0.00015099999999999969,260.75,199.75
0.00015199999999999968,263.5,194.85
0.00015299999999999968,266.5,170.55
0.00015399999999999968,261.45,179.55
0.00015499999999999967,262.05,200.65
0.00015599999999999967,267.75,189.3
0.00015699999999999967,272.7,178.85
0.00015799999999999967,271.25,191.7
0.00015899999999999966,276.7,205.2
0.00015999999999999966,270.25,197.55
0.00016099999999999966,277.5,184.6
0.00016199999999999966,277.5,198.5
0.00016299999999999965,280.95,204.65
0.00016399999999999965,274.7,213.55
0.00016499999999999965,280.55,195.7
0.00016599999999999964,280.4,214.2
0.00016699999999999964,286.25,205.5
0.00016799999999999964,282.3,186.9
0.00016899999999999964,287.2,189.8
0.00016999999999999963,290.75,221.75
0.00017099999999999963,289.25,207.95
0.00017199999999999963,292.7,189.65
0.00017299999999999962,293.25,202.25
0.00017399999999999962,292.65,222.85
0.00017499999999999962,298.0,211.55
0.00017599999999999962,295.2,199.15
0.0001769999999999996,300.75,201.85
0.0001779999999999996,296.05,228.6
0.0001789999999999996,297.6,217.65
0.0001799999999999996,302.65,198.9
0.0001809999999999996,307.95,208.15
0.0001819999999999996,308.8,227.3
0.0001829999999999996,310.8,225.35
0.0001839999999999996,301.85,197.15
0.0001849999999999996,309.7,221.3
0.0001859999999999996,315.0,232.5
0.00018699999999999959,312.4,223.7
0.00018799999999999958,310.05,206.55
0.00018899999999999958,314.3,227.4
0.00018999999999999958,317.6,238.45
0.00019099999999999957,319.9,237.85
0.00019199999999999957,322.6,219.1
0.00019299999999999957,318.75,243.3
0.00019399999999999957,323.6,229.5
0.00019499999999999956,321.6,213.85
0.00019599999999999956,321.55,211.4
0.00019699999999999956,325.4,252.9
0.00019799999999999955,325.2,234.7
0.00019899999999999955,322.05,214.25
0.00019999999999999955,328.7,216.25
0.00020099999999999955,330.35,254.7
0.00020199999999999954,336.9,234.85
0.00020299999999999954,334.85,216.45
0.00020399999999999954,335.15,225.7
0.00020499999999999953,334.0,255.0
0.00020599999999999953,335.6,243.65
0.00020699999999999953,341.75,229.75
0.00020799999999999953,338.8,230.95
0.00020899999999999952,343.05,253.65
0.00020999999999999952,343.85,251.1
0.00021099999999999952,345.2,232.1
0.00021199999999999952,348.65,244.85
0.0002129999999999995,346.55,264.1
0.0002139999999999995,351.1,253.0
0.0002149999999999995,345.6,229.75
0.0002159999999999995,349.7,255.6
0.0002169999999999995,346.3,264.2
0.0002179999999999995,358.7,267.3
0.0002189999999999995,353.75,243.7
0.0002199999999999995,352.55,270.55
0.0002209999999999995,362.15,278.05
0.0002219999999999995,358.0,233.75
0.00022299999999999948,358.75,236.8
0.00022399999999999948,360.25,283.2
0.00022499999999999948,363.85,260.55
0.00022599999999999948,363.4,239.6
0.00022699999999999947,363.05,248.1
0.00022799999999999947,363.0,283.95
0.00022899999999999947,369.8,266.5
0.00022999999999999946,368.2,245.9
0.00023099999999999946,371.95,251.6
0.00023199999999999946,375.3,280.95
0.00023299999999999946,375.45,273.75
0.00023399999999999945,372.25,253.3
0.00023499999999999945,369.2,265.0
0.00023599999999999945,374.5,279.1
0.00023699999999999945,376.3,274.8
0.00023799999999999944,378.6,251.4
0.00023899999999999944,383.9,266.2
0.00023999999999999944,379.9,288.2
0.00024099999999999943,385.15,279.65
0.00024199999999999943,384.95,259.3
0.00024299999999999943,386.35,280.45
0.00024399999999999943,387.35,290.95
0.00024499999999999945,389.5,294.5
0.0002459999999999995,385.75,267.9
0.0002469999999999995,386.2,295.85
0.0002479999999999995,392.45,304.05
0.00024899999999999955,390.35,302.15
0.00024999999999999957,390.4,258.95
0.0002509999999999996,391.75,309.5
0.0002519999999999996,392.45,289.05
0.00025299999999999964,401.05,260.8
0.00025399999999999967,398.4,273.35
0.0002549999999999997,398.9,309.95
0.0002559999999999997,398.0,296.25
0.00025699999999999974,401.9,267.0
0.00025799999999999977,404.8,275.5
0.0002589999999999998,406.8,315.55
0.0002599999999999998,406.4,297.45
0.00026099999999999984,407.35,271.4
0.00026199999999999986,406.65,287.1
0.0002629999999999999,407.65,322.85
0.0002639999999999999,408.5,299.15
0.00026499999999999994,409.55,276.65
0.00026599999999999996,409.85,299.0
0.000267,412.9,312.8
0.000268,411.85,307.05
0.00026900000000000003,410.2,287.65
0.00027000000000000006,418.9,305.45
0.0002710000000000001,421.0,320.6
0.0002720000000000001,420.35,317.5
0.00027300000000000013,422.35,291.65
0.00027400000000000015,419.95,318.95
0.0002750000000000002,423.65,330.3
0.0002760000000000002,425.75,331.25
0.00027700000000000023,421.95,304.8
0.00027800000000000025,430.65,337.45
0.0002790000000000003,429.9,316.4
0.0002800000000000003,429.5,291.75
0.0002810000000000003,428.15,290.15
0.00028200000000000035,427.25,341.25
0.0002830000000000004,432.25,322.2
0.0002840000000000004,434.7,294.0
0.0002850000000000004,435.05,296.6
0.00028600000000000045,438.25,342.4
0.00028700000000000047,436.4,325.55
0.0002880000000000005,436.6,298.55
0.0002890000000000005,442.15,315.35
0.00029000000000000054,441.25,343.95
0.00029100000000000057,440.15,334.35
0.0002920000000000006,443.3,307.2
0.0002930000000000006,436.65,317.3
0.00029400000000000064,449.9,342.8
0.00029500000000000067,444.4,332.25
0.0002960000000000007,447.85,307.1
0.0002970000000000007,450.4,329.9
0.00029800000000000074,445.3,352.5
0.00029900000000000076,448.35,346.4
0.0003000000000000008,445.55,317.8
0.0003010000000000008,451.4,342.85
0.00030200000000000084,452.55,354.4
0.00030300000000000086,456.55,350.8
0.0003040000000000009,450.1,329.95
0.0003050000000000009,458.95,363.2
0.00030600000000000093,455.45,363.65
0.00030700000000000096,455.65,315.35
0.000308000000000001,458.3,312.65
0.000309000000000001,461.1,368.2
0.00031000000000000103,463.8,339.95
0.00031100000000000105,465.05,317.75
0.0003120000000000011,460.1,325.1
0.0003130000000000011,465.45,369.6
0.00031400000000000113,465.55,348.2
0.00031500000000000115,466.2,322.55
0.0003160000000000012,463.85,335.7
0.0003170000000000012,469.3,373.0
0.0003180000000000012,466.0,357.05
0.00031900000000000125,472.95,333.6
0.0003200000000000013,471.2,349.15
0.0003210000000000013,473.1,364.35
0.0003220000000000013,472.1,356.75
0.00032300000000000135,474.7,330.6
0.00032400000000000137,478.9,356.9
0.0003250000000000014,478.5,377.7
0.0003260000000000014,477.05,369.65
0.00032700000000000144,478.55,343.3
0.00032800000000000147,480.2,368.1
0.0003290000000000015,478.6,376.45
0.0003300000000000015,481.2,374.05
0.00033100000000000154,480.95,350.9
0.00033200000000000156,482.55,384.9
0.0003330000000000016,487.15,389.8
0.0003340000000000016,488.15,391.0
0.00033500000000000164,488.95,329.5
0.00033600000000000166,490.65,394.65
0.0003370000000000017,488.9,365.95
0.0003380000000000017,496.4,345.55
0.00033900000000000173,495.6,351.05
0.00034000000000000176,489.7,394.15
0.0003410000000000018,495.35,370.5
0.0003420000000000018,498.05,342.9
0.00034300000000000183,502.15,361.4
0.00034400000000000186,494.2,400.45
0.0003450000000000019,499.25,378.9
0.0003460000000000019,501.25,349.4
0.00034700000000000193,500.7,370.5
0.00034800000000000195,497.55,405.45
0.000349000000000002,504.65,378.95
0.000350000000000002,503.2,349.9
0.000351000000000002,504.2,373.0
0.00035200000000000205,506.6,399.45
0.0003530000000000021,506.6,391.7
0.0003540000000000021,508.9,361.5
0.0003550000000000021,507.8,387.55
0.00035600000000000215,506.65,401.5
0.00035700000000000217,509.1,396.8
0.0003580000000000022,512.5,372.55
0.0003590000000000022,518.75,409.9
0.00036000000000000225,513.1,409.5
0.00036100000000000227,515.9,418.05
0.0003620000000000023,517.6,383.85
0.0003630000000000023,516.8,417.75
0.00036400000000000234,514.45,386.55
0.00036500000000000237,518.2,359.05
0.0003660000000000024,522.9,365.3
0.0003670000000000024,521.25,417.05
0.00036800000000000244,521.85,391.4
0.00036900000000000246,523.15,359.95
0.0003700000000000025,524.1,386.35
0.0003710000000000025,524.25,424.05
0.00037200000000000254,521.15,402.75
0.00037300000000000256,519.55,372.6
0.0003740000000000026,529.1,388.7
0.0003750000000000026,522.55,427.9
0.00037600000000000263,528.9,413.35
0.00037700000000000266,527.3,379.85
0.0003780000000000027,531.35,394.75
0.0003790000000000027,532.0,416.7
0.00038000000000000273,530.2,409.25
0.00038100000000000276,530.55,382.25
0.0003820000000000028,533.2,411.2
0.0003830000000000028,535.65,424.85
0.00038400000000000283,534.85,425.4
0.00038500000000000285,539.6,387.5
0.0003860000000000029,539.1,425.3
0.0003870000000000029,538.45,433.55
0.0003880000000000029,537.35,432.1
0.00038900000000000295,539.5,407.4
0.000390000000000003,539.75,445.55
0.000391000000000003,545.6,440.8
0.000392000000000003,540.8,374.7
0.00039300000000000305,543.55,387.9
0.00039400000000000307,545.3,439.7
0.0003950000000000031,549.95,410.15
0.0003960000000000031,548.35,385.7
0.00039700000000000314,546.3,399.1
0.00039800000000000317,553.8,444.1
0.0003990000000000032,552.95,420.9
0.0004000000000000032,550.4,392.75
0.00040100000000000324,549.35,410.75
0.00040200000000000327,550.45,450.95
0.0004030000000000033,555.15,434.15
0.0004040000000000033,554.2,393.45
0.00040500000000000334,556.2,424.2
0.00040600000000000336,556.6,438.35
0.0004070000000000034,559.0,428.35
0.0004080000000000034,559.05,398.15
0.00040900000000000344,559.8,430.65
0.00041000000000000346,557.15,446.95
0.0004110000000000035,557.9,447.5
0.0004120000000000035,556.5,411.55
0.00041300000000000353,565.15,441.1
0.00041400000000000356,567.4,450.1
0.0004150000000000036,565.7,454.2
0.0004160000000000036,566.85,422.95
0.00041700000000000363,563.7,461.25
0.00041800000000000366,565.75,459.85
0.0004190000000000037,566.3,460.2
0.0004200000000000037,573.5,415.7
0.00042100000000000373,571.5,465.6
0.00042200000000000375,570.5,439.4
0.0004230000000000038,572.25,398.05
0.0004240000000000038,573.4,417.0
0.0004250000000000038,574.95,467.9
0.00042600000000000385,571.1,443.15
0.0004270000000000039,569.55,414.8
0.0004280000000000039,573.15,424.75
0.0004290000000000039,572.0,466.55
0.00043000000000000395,576.8,449.6
0.00043100000000000397,576.1,421.0
0.000432000000000004,583.2,442.55
0.000433000000000004,577.25,479.6
0.00043400000000000404,577.45,461.05
0.00043500000000000407,581.45,415.75
0.0004360000000000041,584.2,444.3
0.0004370000000000041,586.0,465.5
0.00043800000000000414,585.35,463.15
0.00043900000000000417,583.5,423.0
0.0004400000000000042,579.25,465.0
0.0004410000000000042,585.85,471.45
0.00044200000000000424,583.55,472.5
0.00044300000000000426,583.7,444.6
0.0004440000000000043,588.45,477.1
0.0004450000000000043,585.5,481.4
0.00044600000000000434,588.75,479.65
0.00044700000000000436,589.25,453.45
0.0004480000000000044,592.5,485.1
0.0004490000000000044,594.4,459.1
0.00045000000000000443,594.35,418.6
0.00045100000000000446,596.9,430.5
0.0004520000000000045,593.25,482.7
0.0004530000000000045,596.7,462.75
0.00045400000000000453,593.95,427.6
0.00045500000000000455,598.15,443.1
0.0004560000000000046,595.3,494.3
0.0004570000000000046,601.3,472.55
0.00045800000000000463,598.55,435.55
0.00045900000000000465,604.15,460.0
0.0004600000000000047,605.45,493.6
0.0004610000000000047,603.45,478.45
0.0004620000000000047,599.3,439.35
0.00046300000000000475,602.6,465.3
0.0004640000000000048,607.25,482.45
0.0004650000000000048,605.35,482.7
0.0004660000000000048,607.35,445.3
0.00046700000000000485,603.95,477.5
0.00046800000000000487,606.35,496.95
0.0004690000000000049,609.8,494.55
0.0004700000000000049,608.85,453.05
0.00047100000000000494,603.65,495.95
0.00047200000000000497,609.0,500.9
0.000473000000000005,611.85,504.35
0.000474000000000005,615.45,469.05
0.00047500000000000504,612.1,501.55
0.00047600000000000506,611.3,507.5
0.0004770000000000051,619.7,437.4
0.0004780000000000051,612.15,445.85
0.00047900000000000514,612.8,504.4
0.00048000000000000516,609.55,481.55
0.0004810000000000052,615.7,449.85
0.0004820000000000052,614.4,461.1
0.00048300000000000524,614.9,508.8
0.00048400000000000526,621.05,489.9
0.0004850000000000053,620.75,453.4
0.0004860000000000053,619.7,477.05
0.00048700000000000533,621.3,510.1
0.00048800000000000536,624.4,497.3
0.0004890000000000054,621.85,460.15
0.0004900000000000054,623.3,486.65
0.0004910000000000054,624.1,519.05
0.0004920000000000055,624.1,497.55
0.0004930000000000055,627.75,461.35
0.0004940000000000055,628.45,502.7
0.0004950000000000055,624.65,507.85
0.0004960000000000056,630.6,508.0
0.0004970000000000056,630.25,475.35
0.0004980000000000056,627.75,512.75
0.0004990000000000056,628.7,518.35
0.0005000000000000056,631.6,521.3
0.0005010000000000057,631.8,484.35
0.0005020000000000057,636.05,521.0
0.0005030000000000057,632.2,527.35
0.0005040000000000057,634.15,528.7
0.0005050000000000058,635.85,492.6
0.0005060000000000058,635.35,526.55
0.0005070000000000058,640.9,497.65
0.0005080000000000058,637.3,458.8
0.0005090000000000059,634.3,478.55
0.0005100000000000059,642.45,529.7
0.0005110000000000059,642.5,510.25
0.0005120000000000059,644.2,468.75
0.000513000000000006,641.5,493.0
0.000514000000000006,641.75,532.55
0.000515000000000006,642.25,520.45
0.000516000000000006,646.2,481.75
0.0005170000000000061,645.65,508.1
0.0005180000000000061,643.8,537.0
0.0005190000000000061,644.3,521.8
0.0005200000000000061,645.05,472.45
0.0005210000000000062,646.25,507.85
0.0005220000000000062,646.85,529.4
0.0005230000000000062,644.75,524.0
0.0005240000000000062,648.75,485.4
0.0005250000000000063,649.6,532.5
0.0005260000000000063,644.15,537.75
0.0005270000000000063,649.4,541.95
0.0005280000000000063,653.15,501.9
0.0005290000000000064,652.7,544.15
0.0005300000000000064,648.6,539.15
0.0005310000000000064,653.95,544.6
0.0005320000000000064,651.75,511.5
0.0005330000000000065,652.6,542.15
0.0005340000000000065,653.8,516.45
0.0005350000000000065,657.85,476.55
0.0005360000000000065,657.5,492.1
0.0005370000000000065,660.0,548.0
0.0005380000000000066,658.6,522.7
0.0005390000000000066,655.95,484.6
0.0005400000000000066,660.5,506.5
0.0005410000000000066,661.15,550.65
0.0005420000000000067,658.65,535.6
0.0005430000000000067,660.3,493.85
0.0005440000000000067,664.3,519.0
0.0005450000000000067,662.45,554.35
0.0005460000000000068,663.2,544.55
0.0005470000000000068,663.85,501.25
0.0005480000000000068,664.2,528.25
0.0005490000000000068,667.1,551.9
0.0005500000000000069,666.6,540.15
0.0005510000000000069,666.1,504.2
0.0005520000000000069,670.55,540.6
0.0005530000000000069,668.05,551.1
0.000554000000000007,670.05,553.0
0.000555000000000007,669.05,518.35
0.000556000000000007,671.05,560.45
0.000557000000000007,670.4,562.45
0.0005580000000000071,670.45,558.9
0.0005590000000000071,669.05,527.65
0.0005600000000000071,672.0,558.05
0.0005610000000000071,675.35,563.9
0.0005620000000000072,673.85,561.4
0.0005630000000000072,674.65,507.95
0.0005640000000000072,676.7,568.1
0.0005650000000000072,676.85,541.6
0.0005660000000000073,675.9,502.05
0.0005670000000000073,680.35,516.1
0.0005680000000000073,676.3,570.55
0.0005690000000000073,678.4,549.2
0.0005700000000000073,679.6,508.75
0.0005710000000000074,679.3,534.75
0.0005720000000000074,680.05,570.9
0.0005730000000000074,680.5,553.25
0.0005740000000000074,681.45,516.0
0.0005750000000000075,687.05,551.5
0.0005760000000000075,683.9,572.7
0.0005770000000000075,685.55,554.5
0.0005780000000000075,686.4,515.75
0.0005790000000000076,682.35,557.8
0.0005800000000000076,685.45,571.65
0.0005810000000000076,687.3,567.1
0.0005820000000000076,686.05,525.3
0.0005830000000000077,690.3,570.85
0.0005840000000000077,689.65,575.85
0.0005850000000000077,690.5,575.8
0.0005860000000000077,691.5,545.0
0.0005870000000000078,690.9,580.65
0.0005880000000000078,693.95,582.0
0.0005890000000000078,692.85,576.1
0.0005900000000000078,689.3,551.7
0.0005910000000000079,691.15,578.2
0.0005920000000000079,695.5,551.9
0.0005930000000000079,693.05,513.15
0.0005940000000000079,693.85,530.7
0.000595000000000008,696.3,584.05
0.000596000000000008,696.05,561.3
0.000597000000000008,697.55,522.45
0.000598000000000008,700.3,550.55
0.0005990000000000081,697.35,585.05
0.0006000000000000081,696.9,572.5
0.0006010000000000081,698.5,525.75
0.0006020000000000081,703.1,559.4
0.0006030000000000082,699.35,585.05
0.0006040000000000082,701.65,579.5
0.0006050000000000082,699.1,529.8
0.0006060000000000082,699.45,566.3
0.0006070000000000082,704.05,584.5
0.0006080000000000083,702.85,579.8
0.0006090000000000083,706.25,548.2
0.0006100000000000083,703.0,591.9
0.0006110000000000083,706.65,593.3
0.0006120000000000084,708.95,593.95
0.0006130000000000084,707.15,555.4
0.0006140000000000084,708.1,595.45
0.0006150000000000084,708.25,596.1
0.0006160000000000085,708.3,593.9
0.0006170000000000085,708.2,564.35
0.0006180000000000085,710.25,595.95
0.0006190000000000085,707.75,596.05
0.0006200000000000086,709.8,526.9
0.0006210000000000086,710.05,547.5
0.0006220000000000086,713.65,594.4
0.0006230000000000086,710.9,574.55
0.0006240000000000087,710.95,538.35
0.0006250000000000087,710.15,560.05
0.0006260000000000087,713.4,602.65
0.0006270000000000087,715.15,586.9
0.0006280000000000088,714.25,544.7
0.0006290000000000088,718.2,578.2
0.0006300000000000088,718.2,601.85
0.0006310000000000088,716.1,588.6
0.0006320000000000089,713.5,551.6
0.0006330000000000089,716.65,592.05
0.0006340000000000089,719.2,600.25
0.0006350000000000089,721.4,594.95
0.000636000000000009,718.5,557.7
0.000637000000000009,720.45,601.95
0.000638000000000009,721.3,606.65
0.000639000000000009,720.4,607.9
0.000640000000000009,716.35,571.25
0.0006410000000000091,721.35,612.35
0.0006420000000000091,727.05,611.65
0.0006430000000000091,722.35,609.05
0.0006440000000000091,725.2,575.6
0.0006450000000000092,724.1,609.95
0.0006460000000000092,724.35,611.55
0.0006470000000000092,726.25,614.45
0.0006480000000000092,727.8,558.65
0.0006490000000000093,726.3,616.3
0.0006500000000000093,726.4,594.15
0.0006510000000000093,728.9,545.7
0.0006520000000000093,724.2,575.1
0.0006530000000000094,726.15,616.25
0.0006540000000000094,729.4,595.75
0.0006550000000000094,729.25,555.5
0.0006560000000000094,732.85,587.6
0.0006570000000000095,730.65,619.2
0.0006580000000000095,733.35,609.8
0.0006590000000000095,732.55,564.05
0.0006600000000000095,733.35,599.3
0.0006610000000000096,731.65,622.15
0.0006620000000000096,735.4,610.15
0.0006630000000000096,732.1,567.55
0.0006640000000000096,733.7,612.9
0.0006650000000000097,734.15,622.55
0.0006660000000000097,736.5,622.3
0.0006670000000000097,739.35,583.5
0.0006680000000000097,736.45,625.4
0.0006690000000000098,737.5,625.45
0.0006700000000000098,738.05,624.1
0.0006710000000000098,740.65,589.3
0.0006720000000000098,738.2,623.35
0.0006730000000000099,740.45,626.8
0.0006740000000000099,742.45,627.35
0.0006750000000000099,740.25,598.0
0.0006760000000000099,740.25,630.45
0.00067700000000001,739.85,603.15
0.00067800000000001,744.95,564.75
0.00067900000000001,740.4,581.6
0.00068000000000001,745.2,631.95
0.00068100000000001,745.0,608.75
0.0006820000000000101,742.85,568.05
0.0006830000000000101,745.85,600.9
0.0006840000000000101,742.3,639.2
0.0006850000000000101,743.25,620.7
0.0006860000000000102,745.5,575.65
0.0006870000000000102,746.15,613.65
0.0006880000000000102,748.85,633.55
0.0006890000000000102,747.55,628.9
0.0006900000000000103,750.9,592.25
0.0006910000000000103,749.2,621.9
0.0006920000000000103,749.25,635.35
0.0006930000000000103,750.6,634.25
0.0006940000000000104,749.0,595.9
0.0006950000000000104,750.85,638.45
0.0006960000000000104,753.0,638.45
0.0006970000000000104,751.8,639.55
0.0006980000000000105,754.8,599.75
0.0006990000000000105,754.95,637.95
0.0007000000000000105,755.6,638.5
0.0007010000000000105,753.5,639.9
0.0007020000000000106,755.05,610.75
0.0007030000000000106,752.15,641.25
0.0007040000000000106,752.25,642.35
0.0007050000000000106,755.05,571.0
0.0007060000000000107,758.35,598.4
0.0007070000000000107,759.05,644.1
0.0007080000000000107,757.0,627.3
0.0007090000000000107,757.2,580.8
0.0007100000000000108,757.15,610.55
0.0007110000000000108,756.85,646.1
0.0007120000000000108,758.05,634.9
0.0007130000000000108,761.1,588.75
0.0007140000000000108,756.2,625.9
0.0007150000000000109,761.55,649.6
0.0007160000000000109,760.8,643.75
0.0007170000000000109,757.55,597.75
0.000718000000000011,763.3,642.4
0.000719000000000011,759.5,646.6
0.000720000000000011,763.25,647.15
0.000721000000000011,761.8,604.6
0.000722000000000011,763.25,653.65
0.0007230000000000111,767.1,655.05
0.0007240000000000111,767.05,653.4
0.0007250000000000111,767.05,615.2
0.0007260000000000111,765.85,654.4
0.0007270000000000112,765.4,660.3
0.0007280000000000112,768.7,657.0
0.0007290000000000112,765.55,622.55
0.0007300000000000112,768.3,653.1
0.0007310000000000113,767.85,658.55
0.0007320000000000113,766.95,656.7
0.0007330000000000113,770.0,601.8
0.0007340000000000113,767.6,661.55
0.0007350000000000114,768.85,636.45
0.0007360000000000114,770.0,589.65
0.0007370000000000114,768.5,620.15
0.0007380000000000114,769.4,660.45
0.0007390000000000115,771.55,646.9
0.0007400000000000115,769.4,601.65
0.0007410000000000115,769.6,637.85
0.0007420000000000115,773.25,664.45
0.0007430000000000116,772.6,655.25
0.0007440000000000116,774.1,609.6
0.0007450000000000116,773.1,650.55
0.0007460000000000116,774.3,666.65
0.0007470000000000117,774.45,663.75
0.0007480000000000117,775.85,613.3
0.0007490000000000117,775.15,669.65
0.0007500000000000117,779.3,668.3
0.0007510000000000117,775.35,669.55
0.0007520000000000118,776.65,624.6
0.0007530000000000118,782.3,668.1
0.0007540000000000118,779.2,664.0
0.0007550000000000118,779.95,665.85
0.0007560000000000119,779.45,632.8
0.0007570000000000119,779.95,670.45
0.0007580000000000119,780.1,671.95
0.0007590000000000119,782.65,673.6
0.000760000000000012,780.35,646.1
0.000761000000000012,781.45,673.0
0.000762000000000012,781.1,644.65
0.000763000000000012,783.1,604.8
0.0007640000000000121,780.05,626.6
0.0007650000000000121,783.35,673.75
0.0007660000000000121,787.9,661.5
0.0007670000000000121,785.7,610.55
0.0007680000000000122,780.75,645.75
0.0007690000000000122,782.5,676.35
0.0007700000000000122,788.55,661.7
0.0007710000000000122,785.1,619.85
0.0007720000000000123,786.65,659.45
0.0007730000000000123,786.8,677.3
0.0007740000000000123,786.25,672.55
