Tau,Plain Collisions,Slotted Collisions
0.0001479999999999997,266.0,185.0
0.0001489999999999997,260.0,162.5
0.0001499999999999997,254.0,189.0
0.00015099999999999969,265.0,197.0
0.00015199999999999968,256.5,196.5
0.00015299999999999968,261.5,163.0
0.00015399999999999968,271.5,181.0
0.00015499999999999967,260.0,200.0
0.00015599999999999967,268.5,195.5
0.00015699999999999967,289.5,173.5
0.00015799999999999967,261.5,196.5
0.00015899999999999966,273.0,199.0
0.00015999999999999966,270.0,190.5
0.00016099999999999966,275.0,194.0
0.00016199999999999966,269.5,193.0
0.00016299999999999965,269.5,209.0
0.00016399999999999965,283.0,214.0
0.00016499999999999965,278.0,212.0
0.00016599999999999964,283.0,204.0
0.00016699999999999964,276.0,198.5
0.00016799999999999964,284.5,180.0
0.00016899999999999964,282.0,197.5
0.00016999999999999963,299.5,214.0
0.00017099999999999963,292.0,212.5
0.00017199999999999963,288.5,192.0
0.00017299999999999962,285.0,193.0
0.00017399999999999962,299.0,220.0
0.00017499999999999962,315.0,216.5
0.00017599999999999962,298.0,184.5
0.0001769999999999996,313.5,211.0
0.0001779999999999996,293.5,224.5
0.0001789999999999996,308.5,218.0
0.0001799999999999996,303.5,199.0
0.0001809999999999996,289.5,208.5
0.0001819999999999996,299.0,203.0
0.0001829999999999996,295.5,235.5
0.0001839999999999996,302.5,194.5
0.0001849999999999996,325.5,216.0
0.0001859999999999996,307.5,232.0
0.00018699999999999959,324.5,228.5
0.00018799999999999958,315.0,220.5
0.00018899999999999958,318.5,222.5
0.00018999999999999958,327.5,231.5
0.00019099999999999957,311.5,230.0
0.00019199999999999957,324.5,218.5
0.00019299999999999957,321.5,257.5
0.00019399999999999957,317.0,240.0
0.00019499999999999956,332.5,214.0
0.00019599999999999956,328.5,220.5
0.00019699999999999956,351.5,253.5
0.00019799999999999955,317.0,242.0
0.00019899999999999955,320.0,214.5
0.00019999999999999955,326.0,232.5
0.00020099999999999955,325.5,258.5
0.00020199999999999954,324.5,235.5
0.00020299999999999954,338.0,229.5
0.00020399999999999954,334.5,242.5
0.00020499999999999953,340.5,273.0
0.00020599999999999953,323.0,241.5
0.00020699999999999953,333.0,227.0
0.00020799999999999953,345.0,226.5
0.00020899999999999952,357.5,255.0
0.00020999999999999952,354.0,237.0
0.00021099999999999952,348.0,250.0
0.00021199999999999952,358.0,238.0
0.0002129999999999995,350.0,267.5
0.0002139999999999995,339.5,256.5
0.0002149999999999995,348.0,230.5
0.0002159999999999995,344.0,250.5
0.0002169999999999995,341.5,256.0
0.0002179999999999995,348.0,260.5
0.0002189999999999995,356.0,256.5
0.0002199999999999995,355.0,257.0
0.0002209999999999995,347.5,258.0
0.0002219999999999995,345.5,238.5
0.00022299999999999948,361.0,224.5
0.00022399999999999948,364.0,290.5
0.00022499999999999948,368.5,251.5
0.00022599999999999948,365.0,234.5
0.00022699999999999947,362.5,245.0
0.00022799999999999947,366.5,281.0
0.00022899999999999947,372.0,267.5
0.00022999999999999946,369.5,253.0
0.00023099999999999946,375.5,255.0
0.00023199999999999946,363.0,298.0
0.00023299999999999946,380.5,282.0
0.00023399999999999945,386.0,252.5
0.00023499999999999945,364.5,271.5
0.00023599999999999945,377.5,292.5
0.00023699999999999945,369.0,262.5
0.00023799999999999944,381.5,265.0
0.00023899999999999944,394.0,277.0
0.00023999999999999944,374.0,282.5
0.00024099999999999943,365.0,300.0
0.00024199999999999943,385.0,244.5
0.00024299999999999943,382.5,278.0
0.00024399999999999943,400.0,291.0
0.00024499999999999945,397.0,287.0
0.0002459999999999995,379.0,259.5
0.0002469999999999995,388.5,288.5
0.0002479999999999995,378.5,305.5
0.00024899999999999955,397.5,302.0
0.00024999999999999957,395.5,256.5
0.0002509999999999996,392.0,298.5
0.0002519999999999996,400.5,286.5
0.00025299999999999964,394.5,261.5
0.00025399999999999967,406.0,266.0
0.0002549999999999997,391.0,316.0
0.0002559999999999997,400.5,289.5
0.00025699999999999974,402.0,251.5
0.00025799999999999977,403.5,265.0
0.0002589999999999998,395.5,317.5
0.0002599999999999998,395.5,289.5
0.00026099999999999984,407.0,275.5
0.00026199999999999986,405.0,279.5
0.0002629999999999999,396.0,326.5
0.0002639999999999999,411.5,308.5
0.00026499999999999994,402.0,277.0
0.00026599999999999996,397.5,300.0
0.000267,416.0,312.5
0.000268,416.5,306.5
0.00026900000000000003,410.0,286.0
0.00027000000000000006,426.5,301.5
0.0002710000000000001,410.5,321.0
0.0002720000000000001,436.5,330.0
0.00027300000000000013,418.0,299.5
0.00027400000000000015,426.0,330.5
0.0002750000000000002,439.5,327.0
0.0002760000000000002,413.0,326.0
0.00027700000000000023,422.5,319.5
0.00027800000000000025,429.0,337.5
0.0002790000000000003,417.0,303.5
0.0002800000000000003,435.5,293.5
0.0002810000000000003,446.0,299.5
0.00028200000000000035,431.5,333.0
0.0002830000000000004,441.5,315.0
0.0002840000000000004,441.0,283.0
0.0002850000000000004,442.0,293.0
0.00028600000000000045,440.5,356.5
0.00028700000000000047,438.0,342.5
0.0002880000000000005,437.5,300.0
0.0002890000000000005,448.5,314.0
0.00029000000000000054,437.0,332.0
0.00029100000000000057,438.0,347.0
0.0002920000000000006,435.5,303.0
0.0002930000000000006,444.5,321.5
0.00029400000000000064,443.5,340.0
0.00029500000000000067,450.5,328.5
0.0002960000000000007,443.5,313.5
0.0002970000000000007,444.5,330.0
0.00029800000000000074,446.5,343.5
0.00029900000000000076,459.5,349.5
0.0003000000000000008,447.0,319.0
0.0003010000000000008,457.0,340.5
0.00030200000000000084,454.0,362.5
0.00030300000000000086,458.0,357.5
0.0003040000000000009,454.5,331.0
0.0003050000000000009,444.5,361.0
0.00030600000000000093,445.0,369.0
0.00030700000000000096,450.0,316.5
0.000308000000000001,465.5,321.5
0.000309000000000001,462.5,365.5
0.00031000000000000103,460.0,344.0
0.00031100000000000105,465.0,316.5
0.0003120000000000011,456.5,333.0
0.0003130000000000011,466.0,381.5
0.00031400000000000113,467.0,352.5
0.00031500000000000115,464.5,314.0
0.0003160000000000012,458.0,333.0
0.0003170000000000012,467.0,376.0
0.0003180000000000012,470.0,366.0
0.00031900000000000125,477.5,343.5
0.0003200000000000013,481.0,346.5
0.0003210000000000013,465.0,359.5
0.0003220000000000013,471.0,361.0
0.00032300000000000135,458.5,332.5
0.00032400000000000137,466.5,342.5
0.0003250000000000014,467.5,360.5
0.0003260000000000014,472.5,366.5
0.00032700000000000144,481.5,351.5
0.00032800000000000147,472.5,365.5
0.0003290000000000015,482.5,388.5
0.0003300000000000015,477.0,372.5
0.00033100000000000154,500.0,352.0
0.00033200000000000156,484.0,393.5
0.0003330000000000016,473.0,390.5
0.0003340000000000016,491.0,390.5
0.00033500000000000164,493.5,332.5
0.00033600000000000166,478.5,389.0
0.0003370000000000017,489.0,373.0
0.0003380000000000017,493.0,341.0
0.00033900000000000173,492.5,355.5
0.00034000000000000176,483.5,398.5
0.0003410000000000018,503.0,366.5
0.0003420000000000018,498.5,350.0
0.00034300000000000183,506.5,362.5
0.00034400000000000186,504.5,400.0
0.0003450000000000019,509.5,378.0
0.0003460000000000019,504.5,356.0
0.00034700000000000193,505.0,378.0
0.00034800000000000195,496.5,399.0
0.000349000000000002,498.5,380.0
0.000350000000000002,491.5,357.0
0.000351000000000002,508.0,362.0
0.00035200000000000205,503.5,407.0
0.0003530000000000021,510.0,387.0
0.0003540000000000021,496.0,356.0
0.0003550000000000021,498.5,394.5
0.00035600000000000215,500.0,407.5
0.00035700000000000217,505.0,399.0
0.0003580000000000022,506.0,373.0
0.0003590000000000022,512.0,400.5
0.00036000000000000225,514.0,402.5
0.00036100000000000227,521.5,418.0
0.0003620000000000023,515.5,373.0
0.0003630000000000023,521.0,404.0
0.00036400000000000234,512.0,393.0
0.00036500000000000237,518.0,359.5
0.0003660000000000024,522.5,362.0
0.0003670000000000024,519.0,420.0
0.00036800000000000244,521.5,387.5
0.00036900000000000246,518.0,373.0
0.0003700000000000025,509.5,384.5
0.0003710000000000025,509.0,421.0
0.00037200000000000254,531.0,385.5
0.00037300000000000256,524.5,359.0
0.0003740000000000026,517.0,383.5
0.0003750000000000026,532.5,434.0
0.00037600000000000263,533.0,401.5
0.00037700000000000266,534.0,381.0
0.0003780000000000027,531.5,398.5
0.0003790000000000027,527.0,415.0
0.00038000000000000273,549.5,416.0
0.00038100000000000276,536.0,368.5
0.0003820000000000028,540.0,417.5
0.0003830000000000028,531.5,433.5
0.00038400000000000283,529.5,424.5
0.00038500000000000285,541.5,377.0
0.0003860000000000029,542.0,417.5
0.0003870000000000029,528.5,438.5
0.0003880000000000029,528.5,423.5
0.00038900000000000295,544.5,394.0
0.000390000000000003,542.0,442.0
0.000391000000000003,532.0,435.0
0.000392000000000003,529.5,372.5
0.00039300000000000305,555.5,387.0
0.00039400000000000307,543.0,433.5
0.0003950000000000031,556.0,414.5
0.0003960000000000031,532.5,382.5
0.00039700000000000314,539.5,394.0
0.00039800000000000317,546.0,447.5
0.0003990000000000032,549.0,426.5
0.0004000000000000032,544.0,392.0
0.00040100000000000324,558.5,407.5
0.00040200000000000327,556.0,442.5
0.0004030000000000033,556.5,434.0
0.0004040000000000033,553.5,406.0
0.00040500000000000334,554.5,417.0
0.00040600000000000336,562.0,437.5
0.0004070000000000034,553.0,430.0
0.0004080000000000034,579.5,401.5
0.00040900000000000344,559.5,433.5
0.00041000000000000346,568.5,453.5
0.0004110000000000035,558.5,456.5
0.0004120000000000035,549.5,416.5
0.00041300000000000353,562.0,433.0
0.00041400000000000356,547.5,452.0
0.0004150000000000036,569.0,455.5
0.0004160000000000036,573.5,421.0
0.00041700000000000363,573.5,466.5
0.00041800000000000366,565.5,464.5
0.0004190000000000037,562.5,466.0
0.0004200000000000037,560.5,404.5
0.00042100000000000373,563.5,466.0
0.00042200000000000375,590.5,433.0
0.0004230000000000038,569.5,401.5
0.0004240000000000038,568.0,420.0
0.0004250000000000038,574.0,463.0
0.00042600000000000385,568.0,454.0
0.0004270000000000039,574.5,434.0
0.0004280000000000039,568.0,432.0
0.0004290000000000039,567.5,473.0
0.00043000000000000395,575.5,460.5
0.00043100000000000397,565.0,410.0
0.000432000000000004,581.0,441.5
0.000433000000000004,579.0,468.5
0.00043400000000000404,576.0,461.5
0.00043500000000000407,595.0,420.0
0.0004360000000000041,577.5,444.5
0.0004370000000000041,582.5,467.0
0.00043800000000000414,596.5,460.0
0.00043900000000000417,600.5,430.5
0.0004400000000000042,586.5,465.0
0.0004410000000000042,582.0,489.0
0.00044200000000000424,581.0,477.5
0.00044300000000000426,590.5,442.5
0.0004440000000000043,585.5,491.0
0.0004450000000000043,602.5,488.0
0.00044600000000000434,587.5,481.0
0.00044700000000000436,585.0,453.5
0.0004480000000000044,586.0,479.0
0.0004490000000000044,600.5,468.5
0.00045000000000000443,588.0,427.0
0.00045100000000000446,588.5,426.5
0.0004520000000000045,598.0,477.0
0.0004530000000000045,607.0,451.0
0.00045400000000000453,593.0,440.5
0.00045500000000000455,601.5,448.0
0.0004560000000000046,603.0,482.5
0.0004570000000000046,608.5,481.5
0.00045800000000000463,610.0,449.0
0.00045900000000000465,613.0,455.5
0.0004600000000000047,595.0,485.0
0.0004610000000000047,594.5,477.5
0.0004620000000000047,594.0,445.0
0.00046300000000000475,604.5,452.0
0.0004640000000000048,602.0,488.5
0.0004650000000000048,610.5,472.5
0.0004660000000000048,608.0,434.5
0.00046700000000000485,612.5,477.5
0.00046800000000000487,618.5,488.5
0.0004690000000000049,604.0,490.5
0.0004700000000000049,612.0,450.0
0.00047100000000000494,614.5,507.5
0.00047200000000000497,596.0,496.0
0.000473000000000005,615.0,504.5
0.000474000000000005,615.0,464.0
0.00047500000000000504,611.5,492.5
0.00047600000000000506,614.5,508.0
0.0004770000000000051,621.0,442.0
0.0004780000000000051,627.0,440.5
0.00047900000000000514,628.0,500.5
0.00048000000000000516,614.0,490.0
0.0004810000000000052,618.5,436.0
0.0004820000000000052,616.5,445.5
0.00048300000000000524,624.5,504.0
0.00048400000000000526,618.0,476.0
0.0004850000000000053,605.0,453.0
0.0004860000000000053,620.0,485.5
0.00048700000000000533,625.0,516.0
0.00048800000000000536,627.0,502.5
0.0004890000000000054,638.0,451.0
0.0004900000000000054,628.0,487.5
0.0004910000000000054,631.0,508.0
0.0004920000000000055,635.5,497.0
0.0004930000000000055,639.5,457.5
0.0004940000000000055,631.0,500.0
0.0004950000000000055,630.0,523.5
0.0004960000000000056,642.5,510.0
0.0004970000000000056,642.0,476.0
0.0004980000000000056,627.0,517.5
0.0004990000000000056,634.0,517.5
0.0005000000000000056,624.0,512.5
0.0005010000000000057,625.0,490.5
0.0005020000000000057,626.0,536.5
0.0005030000000000057,624.5,525.5
0.0005040000000000057,636.0,530.0
0.0005050000000000058,636.5,493.5
0.0005060000000000058,644.0,525.0
0.0005070000000000058,637.0,504.0
0.0005080000000000058,635.5,463.5
0.0005090000000000059,641.0,487.0
0.0005100000000000059,646.5,529.5
0.0005110000000000059,636.0,520.0
0.0005120000000000059,630.5,479.5
0.000513000000000006,637.5,480.0
0.000514000000000006,640.5,532.5
0.000515000000000006,643.5,512.0
0.000516000000000006,638.5,486.5
0.0005170000000000061,648.0,497.5
0.0005180000000000061,636.0,523.0
0.0005190000000000061,647.0,525.5
0.0005200000000000061,649.0,470.5
0.0005210000000000062,640.0,498.5
0.0005220000000000062,648.0,538.5
0.0005230000000000062,643.5,520.0
0.0005240000000000062,640.5,500.5
0.0005250000000000063,643.0,526.0
0.0005260000000000063,644.0,544.5
0.0005270000000000063,651.0,542.0
0.0005280000000000063,650.0,499.0
0.0005290000000000064,653.5,539.0
0.0005300000000000064,650.0,544.0
0.0005310000000000064,646.0,549.0
0.0005320000000000064,665.5,508.5
0.0005330000000000065,643.5,564.0
0.0005340000000000065,655.5,519.5
0.0005350000000000065,661.0,469.0
0.0005360000000000065,670.0,491.5
0.0005370000000000065,671.0,548.5
0.0005380000000000066,658.5,528.5
0.0005390000000000066,646.5,494.5
0.0005400000000000066,657.5,493.0
0.0005410000000000066,652.5,546.0
0.0005420000000000067,653.5,534.5
0.0005430000000000067,667.5,491.0
0.0005440000000000067,674.5,511.5
0.0005450000000000067,662.0,563.5
0.0005460000000000068,658.5,542.0
0.0005470000000000068,664.5,507.5
0.0005480000000000068,660.5,532.0
0.0005490000000000068,654.5,548.5
0.0005500000000000069,673.5,551.0
0.0005510000000000069,662.5,497.0
0.0005520000000000069,671.5,547.0
0.0005530000000000069,673.5,564.0
0.000554000000000007,649.0,558.5
0.000555000000000007,672.5,522.0
0.000556000000000007,676.0,567.5
0.000557000000000007,661.5,567.5
0.0005580000000000071,667.0,553.5
0.0005590000000000071,668.0,518.5
0.0005600000000000071,668.5,562.5
0.0005610000000000071,675.0,557.0
0.0005620000000000072,666.0,572.5
0.0005630000000000072,670.0,508.0
0.0005640000000000072,677.0,569.5
0.0005650000000000072,677.0,539.5
0.0005660000000000073,673.0,487.5
0.0005670000000000073,665.5,521.0
0.0005680000000000073,686.5,574.5
0.0005690000000000073,681.0,546.5
0.0005700000000000073,677.5,507.0
0.0005710000000000074,690.0,544.5
0.0005720000000000074,689.0,562.5
0.0005730000000000074,680.5,559.0
0.0005740000000000074,688.5,524.5
0.0005750000000000075,692.5,560.0
0.0005760000000000075,683.0,576.5
0.0005770000000000075,685.0,560.0
0.0005780000000000075,679.0,519.0
0.0005790000000000076,673.0,555.0
0.0005800000000000076,683.5,562.0
0.0005810000000000076,672.0,565.5
0.0005820000000000076,686.5,526.5
0.0005830000000000077,689.5,581.5
0.0005840000000000077,692.0,567.0
0.0005850000000000077,675.5,574.5
0.0005860000000000077,685.5,552.0
0.0005870000000000078,698.0,584.5
0.0005880000000000078,688.0,584.5
0.0005890000000000078,697.5,574.0
0.0005900000000000078,697.5,552.5
0.0005910000000000079,695.5,581.0
0.0005920000000000079,690.0,547.5
0.0005930000000000079,697.5,509.0
0.0005940000000000079,700.0,534.5
0.000595000000000008,693.0,573.5
0.000596000000000008,704.5,569.5
0.000597000000000008,697.0,535.5
0.000598000000000008,697.5,553.5
0.0005990000000000081,705.0,592.0
0.0006000000000000081,698.5,568.5
0.0006010000000000081,701.0,522.0
0.0006020000000000081,710.0,560.0
0.0006030000000000082,699.0,590.0
0.0006040000000000082,701.5,578.0
0.0006050000000000082,702.0,513.5
0.0006060000000000082,699.5,571.0
0.0006070000000000082,708.0,591.0
0.0006080000000000083,700.0,588.5
0.0006090000000000083,705.0,562.0
0.0006100000000000083,694.5,589.0
0.0006110000000000083,704.5,587.0
0.0006120000000000084,703.0,601.5
0.0006130000000000084,717.0,555.0
0.0006140000000000084,703.0,594.5
0.0006150000000000084,712.5,608.5
0.0006160000000000085,708.5,598.0
0.0006170000000000085,711.5,566.0
0.0006180000000000085,713.5,600.5
0.0006190000000000085,717.0,599.5
0.0006200000000000086,713.5,543.5
0.0006210000000000086,710.0,546.5
0.0006220000000000086,710.5,608.0
0.0006230000000000086,707.5,580.0
0.0006240000000000087,718.0,550.0
0.0006250000000000087,722.0,557.5
0.0006260000000000087,712.0,601.5
0.0006270000000000087,718.0,575.5
0.0006280000000000088,714.0,554.5
0.0006290000000000088,724.5,580.5
0.0006300000000000088,711.5,616.5
0.0006310000000000088,714.5,590.5
0.0006320000000000089,714.0,542.0
0.0006330000000000089,727.0,585.0
0.0006340000000000089,714.5,604.5
0.0006350000000000089,708.0,599.0
0.000636000000000009,716.0,557.0
0.000637000000000009,735.0,597.0
0.000638000000000009,723.5,614.5
0.000639000000000009,716.5,604.0
0.000640000000000009,724.5,563.0
0.0006410000000000091,715.5,622.0
0.0006420000000000091,734.5,609.0
0.0006430000000000091,726.0,606.0
0.0006440000000000091,729.5,590.5
0.0006450000000000092,733.0,621.5
0.0006460000000000092,724.5,625.0
0.0006470000000000092,717.5,624.0
0.0006480000000000092,723.5,560.0
0.0006490000000000093,729.5,609.0
0.0006500000000000093,723.5,587.0
0.0006510000000000093,729.5,542.5
0.0006520000000000093,737.0,567.5
0.0006530000000000094,729.5,610.0
0.0006540000000000094,738.5,600.5
0.0006550000000000094,724.5,555.0
0.0006560000000000094,730.0,592.0
0.0006570000000000095,737.0,615.5
0.0006580000000000095,726.0,605.5
0.0006590000000000095,729.5,556.0
0.0006600000000000095,730.0,600.0
0.0006610000000000096,727.5,617.5
0.0006620000000000096,745.5,612.0
0.0006630000000000096,737.5,573.0
0.0006640000000000096,738.5,605.5
0.0006650000000000097,750.0,616.5
0.0006660000000000097,721.5,622.0
0.0006670000000000097,735.0,582.5
0.0006680000000000097,730.5,629.0
0.0006690000000000098,729.5,632.5
0.0006700000000000098,730.0,630.0
0.0006710000000000098,744.5,587.5
0.0006720000000000098,739.0,626.5
0.0006730000000000099,736.5,624.0
0.0006740000000000099,738.0,638.5
0.0006750000000000099,737.5,600.5
0.0006760000000000099,737.5,636.5
0.00067700000000001,747.5,600.0
0.00067800000000001,738.5,559.0
0.00067900000000001,737.5,581.5
0.00068000000000001,744.5,644.5
0.00068100000000001,745.0,609.0
0.0006820000000000101,742.0,561.0
0.0006830000000000101,732.0,592.0
0.0006840000000000101,740.0,637.5
0.0006850000000000101,740.0,611.0
0.0006860000000000102,742.0,579.5
0.0006870000000000102,735.5,613.5
0.0006880000000000102,749.5,640.0
0.0006890000000000102,750.0,626.0
0.0006900000000000103,743.0,575.0
0.0006910000000000103,750.5,632.5
0.0006920000000000103,741.0,626.5
0.0006930000000000103,751.5,637.0
0.0006940000000000104,751.5,596.5
0.0006950000000000104,749.5,636.0
0.0006960000000000104,757.5,617.0
0.0006970000000000104,755.0,628.5
0.0006980000000000105,743.0,601.0
0.0006990000000000105,751.0,654.0
0.0007000000000000105,749.0,636.5
0.0007010000000000105,743.0,643.5
0.0007020000000000106,756.5,609.5
0.0007030000000000106,750.0,648.5
0.0007040000000000106,747.0,647.5
0.0007050000000000106,749.5,573.0
0.0007060000000000107,755.5,597.5
0.0007070000000000107,747.5,645.5
0.0007080000000000107,750.0,623.5
0.0007090000000000107,761.5,590.0
0.0007100000000000108,758.0,602.0
0.0007110000000000108,757.0,644.0
0.0007120000000000108,758.0,632.0
0.0007130000000000108,767.0,591.0
0.0007140000000000108,755.5,624.0
0.0007150000000000109,756.0,654.0
0.0007160000000000109,763.0,641.0
0.0007170000000000109,768.0,601.5
0.000718000000000011,759.5,638.5
0.000719000000000011,767.0,658.5
0.000720000000000011,766.0,648.0
0.000721000000000011,757.5,606.5
0.000722000000000011,771.0,645.0
0.0007230000000000111,755.0,654.0
0.0007240000000000111,758.5,648.0
0.0007250000000000111,761.0,628.0
0.0007260000000000111,766.0,651.5
0.0007270000000000112,765.5,655.5
0.0007280000000000112,770.0,645.0
0.0007290000000000112,761.5,632.5
0.0007300000000000112,759.0,652.5
0.0007310000000000113,769.0,669.0
0.0007320000000000113,768.5,651.0
0.0007330000000000113,766.5,615.0
0.0007340000000000113,778.5,647.5
0.0007350000000000114,765.5,639.0
0.0007360000000000114,771.0,582.5
0.0007370000000000114,769.5,615.5
0.0007380000000000114,768.5,653.0
0.0007390000000000115,757.5,639.0
0.0007400000000000115,783.5,602.5
0.0007410000000000115,775.5,634.0
0.0007420000000000115,772.0,661.0
0.0007430000000000116,785.5,646.0
0.0007440000000000116,769.0,608.0
0.0007450000000000116,780.5,652.5
0.0007460000000000116,780.0,669.0
0.0007470000000000117,780.0,659.0
0.0007480000000000117,770.0,611.0
0.0007490000000000117,776.5,668.5
0.0007500000000000117,771.0,670.0
0.0007510000000000117,776.0,657.5
0.0007520000000000118,775.0,628.0
0.0007530000000000118,772.5,659.0
0.0007540000000000118,771.5,666.5
0.0007550000000000118,774.5,673.5
0.0007560000000000119,785.0,645.0
0.0007570000000000119,776.0,676.5
0.0007580000000000119,780.0,676.5
0.0007590000000000119,783.0,676.5
0.000760000000000012,787.5,652.5
0.000761000000000012,772.5,685.5
0.000762000000000012,780.5,652.5
0.000763000000000012,783.0,602.0
0.0007640000000000121,782.5,623.0
0.0007650000000000121,777.5,671.5
0.0007660000000000121,780.0,658.5
0.0007670000000000121,781.5,612.0
0.0007680000000000122,782.5,656.0
0.0007690000000000122,790.0,677.5
0.0007700000000000122,789.5,656.0
0.0007710000000000122,781.5,625.5
0.0007720000000000123,789.5,656.5
0.0007730000000000123,786.5,682.5
0.0007740000000000123,797.5,671.0
