Tau,Plain Collisions,Slotted Collisions
0.0007720000000000123,785.47,659.36
0.0007730000000000123,785.94,679.43
0.0007740000000000123,785.33,670.38
0.0007750000000000123,787.32,627.73
0.0007760000000000124,786.59,673.56
0.0007770000000000124,787.42,678.35
0.0007780000000000124,789.24,679.52
0.0007790000000000124,788.35,638.19
0.0007800000000000125,790.19,681.16
0.0007810000000000125,790.28,681.04
0.0007820000000000125,789.53,682.14
0.0007830000000000125,790.0,645.67
0.0007840000000000126,790.5,683.06
0.0007850000000000126,790.91,683.03
0.0007860000000000126,791.98,684.19
0.0007870000000000126,791.81,653.96
0.0007880000000000126,792.94,684.0
0.0007890000000000127,793.36,684.25
0.0007900000000000127,793.76,614.57
0.0007910000000000127,793.05,639.02
0.0007920000000000127,795.99,688.74
0.0007930000000000128,796.24,666.16
0.0007940000000000128,795.2,622.69
0.0007950000000000128,796.12,655.15
0.0007960000000000128,795.44,687.05
0.0007970000000000129,796.41,673.08
0.0007980000000000129,797.1,630.38
0.0007990000000000129,798.12,670.12
0.0008000000000000129,797.66,689.18
0.000801000000000013,797.31,684.75
0.000802000000000013,799.38,638.02
0.000803000000000013,798.88,683.2
0.000804000000000013,797.83,691.13
0.0008050000000000131,800.38,692.15
0.0008060000000000131,799.92,646.97
0.0008070000000000131,799.91,693.06
0.0008080000000000131,800.43,693.49
0.0008090000000000132,799.69,694.28
0.0008100000000000132,801.07,654.15
0.0008110000000000132,801.27,695.58
0.0008120000000000132,800.71,694.15
0.0008130000000000133,803.14,695.61
0.0008140000000000133,801.66,664.02
0.0008150000000000133,804.96,696.67
0.0008160000000000133,804.4,696.84
0.0008170000000000134,803.68,696.93
0.0008180000000000134,803.51,672.61
0.0008190000000000134,803.68,696.88
0.0008200000000000134,805.85,678.33
0.0008210000000000135,806.03,632.11
0.0008220000000000135,805.19,663.8
0.0008230000000000135,805.61,700.21
0.0008240000000000135,806.75,684.59
0.0008250000000000135,807.6,639.36
0.0008260000000000136,808.0,677.42
0.0008270000000000136,808.29,702.56
0.0008280000000000136,809.12,692.63
0.0008290000000000136,810.5,648.14
0.0008300000000000137,808.3,693.65
0.0008310000000000137,809.67,703.77
0.0008320000000000137,810.34,705.21
0.0008330000000000137,810.95,658.17
0.0008340000000000138,811.04,705.92
0.0008350000000000138,810.17,704.34
0.0008360000000000138,810.18,706.69
0.0008370000000000138,812.57,666.08
0.0008380000000000139,811.18,706.22
0.0008390000000000139,812.35,707.28
0.0008400000000000139,811.8,706.17
0.0008410000000000139,813.22,673.19
0.000842000000000014,813.27,708.81
0.000843000000000014,812.95,709.32
0.000844000000000014,814.37,709.59
0.000845000000000014,815.11,681.21
0.0008460000000000141,815.03,708.75
0.0008470000000000141,815.02,687.61
0.0008480000000000141,814.35,641.19
0.0008490000000000141,815.42,671.24
0.0008500000000000142,817.05,710.8
0.0008510000000000142,816.21,694.7
0.0008520000000000142,817.0,649.78
0.0008530000000000142,817.4,687.03
0.0008540000000000143,818.28,713.71
0.0008550000000000143,818.45,704.8
0.0008560000000000143,817.69,658.63
0.0008570000000000143,818.42,701.82
0.0008580000000000144,820.06,716.13
0.0008590000000000144,819.81,711.49
0.0008600000000000144,820.34,667.73
0.0008610000000000144,821.03,716.24
0.0008620000000000144,820.28,715.35
0.0008630000000000145,821.08,716.56
0.0008640000000000145,822.25,675.5
0.0008650000000000145,823.7,716.78
0.0008660000000000145,822.38,719.22
0.0008670000000000146,822.01,717.75
0.0008680000000000146,822.82,683.66
0.0008690000000000146,822.98,718.48
0.0008700000000000146,823.64,718.69
0.0008710000000000147,824.19,720.77
0.0008720000000000147,824.68,691.36
0.0008730000000000147,825.2,720.3
0.0008740000000000147,825.85,721.36
0.0008750000000000148,826.39,721.61
0.0008760000000000148,826.83,682.36
0.0008770000000000148,828.08,721.86
0.0008780000000000148,826.52,705.86
0.0008790000000000149,826.25,658.16
0.0008800000000000149,828.08,695.52
0.0008810000000000149,828.02,724.36
0.0008820000000000149,829.34,715.13
0.000883000000000015,828.88,666.66
0.000884000000000015,828.81,709.44
0.000885000000000015,830.17,727.06
0.000886000000000015,828.98,723.39
0.0008870000000000151,828.96,676.1
0.0008880000000000151,829.67,727.16
0.0008890000000000151,829.52,726.65
0.0008900000000000151,830.12,727.93
0.0008910000000000152,832.3,684.72
0.0008920000000000152,832.66,727.76
0.0008930000000000152,831.61,728.7
0.0008940000000000152,831.37,728.91
0.0008950000000000152,832.11,691.71
0.0008960000000000153,832.41,728.83
0.0008970000000000153,832.69,729.04
0.0008980000000000153,833.85,732.01
0.0008990000000000153,832.66,699.98
0.0009000000000000154,834.6,731.43
0.0009010000000000154,833.67,731.83
0.0009020000000000154,834.26,730.82
0.0009030000000000154,836.14,710.69
0.0009040000000000155,835.0,732.24
0.0009050000000000155,834.98,714.79
0.0009060000000000155,835.92,667.68
0.0009070000000000155,835.48,702.21
0.0009080000000000156,836.14,733.0
0.0009090000000000156,837.63,721.58
0.0009100000000000156,836.76,675.22
0.0009110000000000156,837.65,718.64
0.0009120000000000157,838.79,736.02
0.0009130000000000157,839.29,729.9
0.0009140000000000157,838.68,683.65
0.0009150000000000157,838.89,734.0
0.0009160000000000158,838.98,737.34
0.0009170000000000158,840.1,737.48
0.0009180000000000158,839.22,693.21
0.0009190000000000158,839.84,738.13
0.0009200000000000159,840.03,738.26
0.0009210000000000159,840.61,739.34
0.0009220000000000159,840.32,701.58
0.0009230000000000159,841.28,739.56
0.000924000000000016,841.62,740.05
0.000925000000000016,842.39,741.24
0.000926000000000016,842.23,710.78
0.000927000000000016,843.75,742.31
0.000928000000000016,842.91,742.25
0.0009290000000000161,844.63,742.69
0.0009300000000000161,843.82,717.25
0.0009310000000000161,844.31,742.43
0.0009320000000000161,845.89,731.95
0.0009330000000000162,843.8,676.32
0.0009340000000000162,844.03,709.33
0.0009350000000000162,845.55,744.76
0.0009360000000000162,845.73,731.48
0.0009370000000000163,847.22,684.36
0.0009380000000000163,846.45,724.99
0.0009390000000000163,846.98,744.0
0.0009400000000000163,846.51,740.46
0.0009410000000000164,845.74,693.28
0.0009420000000000164,846.79,741.3
0.0009430000000000164,847.26,747.13
0.0009440000000000164,848.27,746.68
0.0009450000000000165,849.26,701.4
0.0009460000000000165,848.9,748.85
0.0009470000000000165,849.13,749.12
0.0009480000000000165,849.67,748.53
0.0009490000000000166,849.65,709.18
0.0009500000000000166,848.81,750.04
0.0009510000000000166,848.88,749.49
0.0009520000000000166,851.13,750.01
0.0009530000000000167,848.85,717.85
0.0009540000000000167,851.96,749.94
0.0009550000000000167,852.09,752.68
0.0009560000000000167,852.23,752.11
0.0009570000000000168,850.67,727.05
0.0009580000000000168,853.1,752.76
0.0009590000000000168,852.22,751.8
0.0009600000000000168,851.68,752.59
0.0009610000000000169,852.33,716.45
0.0009620000000000169,853.38,753.53
0.0009630000000000169,853.63,739.78
0.0009640000000000169,854.76,692.31
0.000965000000000017,855.2,732.61
0.000966000000000017,854.19,755.93
0.000967000000000017,855.13,747.41
0.000968000000000017,855.46,700.4
0.000969000000000017,854.77,746.72
0.0009700000000000171,855.4,755.5
0.0009710000000000171,855.3,758.02
0.0009720000000000171,855.44,710.26
0.0009730000000000171,855.31,758.93
0.0009740000000000172,857.57,757.61
0.0009750000000000172,857.69,759.18
0.0009760000000000172,858.49,717.02
0.0009770000000000171,856.91,759.21
0.000978000000000017,858.08,759.21
0.000979000000000017,858.35,761.63
0.0009800000000000169,857.93,725.53
0.0009810000000000168,859.91,760.49
0.0009820000000000167,858.33,761.24
0.0009830000000000166,859.07,760.8
0.0009840000000000165,860.38,735.06
0.0009850000000000165,860.22,761.79
0.0009860000000000164,860.97,762.33
0.0009870000000000163,859.27,762.78
0.0009880000000000162,860.48,720.24
0.0009890000000000161,861.55,762.81
0.000990000000000016,862.9,746.86
0.000991000000000016,861.83,699.82
0.0009920000000000159,861.75,736.37
0.0009930000000000158,861.64,765.57
0.0009940000000000157,862.39,754.99
0.0009950000000000156,863.44,708.3
0.0009960000000000155,863.23,754.62
0.0009970000000000155,863.06,765.61
0.0009980000000000154,861.91,763.23
0.0009990000000000153,864.28,717.42
